nid	mid	fields
1274767419458	1342696646292	～点	...points	~ 点[てん]
1275069881531	1342696646292	速い	fast	速[はや]い
1284737263663	1342696646292	ええ	yes (short form)	ええ
1284743252956	1342696646292	勤める	to work for	勤[つと]める
1284743332150	1342696646292	何も+(negative)	not ... anything	何[なに]も+( negative)
1284743418684	1342696646292	～人	[counter for people]	~ 人[にん]
1284743550354	1342696646292	別に + negative	not ... in particular	別[べつ]に+ negative
1284743976787	1342696646292	まだ + negative	not ... yet	まだ+ negative
1284744252293	1342696646292	～から　(goes with まで）	from ...	~から　( goes withまで）
1284744289016	1342696646292	ところで	by the way	ところで
1284744665167	1342696646292	～か～	or	~か~
1284744699106	1342696646292	～か月	for ... months	~か 月[げつ]
1284744751651	1342696646292	～後	in ... time; after ...	~ 後[ご]
1284744807451	1342696646292	～週間	for ... weeks	~ 週間[しゅうかん]
1284744834210	1342696646292	～で	by (means of transportation); with (a tool)	~で
1284744876771	1342696646292	どっち	which (alternative shorter form)	どっち
1284745281994	1342696646292	～だけ	just ...; only ...	~だけ
1284745559593	1342696646292	～でしょう	probably; ..., right?	~でしょう
1284745645426	1342696646292	～度	... degrees (temperature)	~ 度[ど]
1284745697391	1342696646292	～ので	... because (alternative)	~ので
1286557594719	1342696646292	お宅	(someone's) house/home	お 宅[たく]
1286666496254	1342696646292	～回	... times	～ 回[かい]
1286666558864	1342696646292	～キロ	... kilometers; ... kilograms	～キロ
1286666670124	1342696646292	～と申します	my name is ...	～と 申[もう]します
1287697114924	1342696646292	ラジオ	radio	ラジオ
1287697178245	1342696646292	～君	Mr./Ms.... (casual)	~ 君[くん]
1287697213165	1342696646292	こんな～	...like this; this kind of ...	こんな~
1287697245031	1342696646292	～たち	[makes a noun plural]	~たち
1289075133295	1342696646292	一個、二個、三個、四個、五個、六個、七個、八個、九個、十個、何個	small items (not ーつ): 1 thru 10 and how many	一個[いっこ]、 二個[にこ]、 三個[さんこ]、 四個[よんこ]、 五個[ごこ]、 六個[ろっこ]、 七個[ななこ]、 八個[はっこ]、 九個[きゅうこ]、 十個[じゅっこ]、 何個[なんこ]
1289075605163	1342696646292	一冊、二冊、三冊、四冊、五冊、六冊、七冊、八冊、九冊、十冊、何冊	bound volumes: 1-10 and how many	一冊[いっさつ]、 二冊[にさつ]、 三冊[さんさつ]、 四冊[よんさつ]、 五冊[ごさつ]、 六冊[ろくさつ]、 七冊[ななさつ]、 八冊[はっさつ]、 九冊[きゅうさつ]、 十冊[じゅっさつ]、 何冊[なんさつ]
1289076217724	1342696646292	一匹、二匹、三匹、四匹、五匹、六匹、七匹、八匹、九匹、十匹、何匹	small animals: 1-10 and how many	一匹[いっぴき]、 二匹[にひき]、 三匹[さんびき]、 四匹[よんひき]、 五匹[ごひき]、 六匹[ろっぴき]、 七匹[ななひき]、 八匹[はっぴき]、 九匹[きゅうひき]、 十匹[じゅっぴき]、 何匹[なんびき]
1289077575747	1342696646292	一本、二本、三本、四本、五本、六本、七本、八本、九本、十本、何本	long objects: 1-10 and how many	一本[いっぽん]、 二本[にほん]、 三本[さんぼん]、 四本[よんほん]、 五本[ごほん]、 六本[ろっぽん]、 七本[ななほん]、 八本[はっぽん]、 九本[きゅうほん]、 十本[じゅっぽん]、 何本[なんぼん]
1289077998705	1342696646292	一台、二台、三台、四台、五台、六台、七台、八台、九台、十台、何台	equipment: 1-10 and how many	一台[いちだい]、 二台[にだい]、 三台[さんだい]、 四台[よんだい]、 五台[ごだい]、 六台[ろくだい]、 七台[ななだい]、 八台[はちだい]、 九台[きゅうだい]、 十台[じゅうだい]、 何台[なんだい]
1289078149762	1342696646292	一枚、二枚、三枚、四枚、五枚、六枚、七枚、八枚、九枚、十枚、何枚	flat objects: 1-10 and how many	一枚[いちまい]、 二枚[にまい]、 三枚[さんまい]、 四枚[よんまい]、 五枚[ごまい]、 六枚[ろくまい]、 七枚[ななまい]、 八枚[はちまい]、 九枚[きゅうまい]、 十枚[じゅうまい]、 何枚[なんまい]
1289358184346	1342696646292	～けど	...,but; ..., so	~けど
1289358211946	1342696646292	～について	about ...; concerning ...	~について
1289358293583	1342696646292	～目	-th	~ 目[め]
1289358316766	1342696646292	もう一度	one more time	もう 一度[いちど]
1291156343136	1342696646292	いる　(う-verb)	to need	いる　(う- verb)
1487827617971	1474174238449	leg; foot	あし
1487827641423	1474174238449	meaning	いみ
1487827653640	1474174238449	restroom	おてあらい
1487827691085	1474174238449	stomach	おなか
1487827716034	1474174238449	cold	かぜ
1487827727189	1474174238449	girlfriend; she	かのじょ
1487827760756	1474174238449	boyfriend; he	かれ
1487827779647	1474174238449	temperature (weather - not used for things)	きおん
1487827826460	1474174238449	cloudy weather	くもり
1487827843622	1474174238449	match; game	しあい
1487827886047	1474174238449	juice	ジュース
1487827908501	1474174238449	politics	せいじ
1487827932944	1474174238449	grade (on a test, etc.)	せいせき
1487828050660	1474174238449	cough	せき
1487828061268	1474174238449	throat	のど
1487828074884	1474174238449	tooth	は
1487828084672	1474174238449	flower	はな
1487828104225	1474174238449	sunny weather	はれ
1487828122526	1474174238449	clothes	ふく
1487828137623	1474174238449	hangover	ふつかよい
1487828164022	1474174238449	present	プレゼント
1487828184301	1474174238449	homesickness	ホームシック
1487828215887	1474174238449	minus	マイナス
1487828246121	1474174238449	thing (concrete object)	もの
1487828266535	1474174238449	snow	ゆき
1487828276520	1474174238449	business to take care of	ようじ
1487828297627	1474174238449	sweet	あまい
1487828310212	1474174238449	hurt; painful	いたい
1487828328421	1474174238449	there are many...	おおい
1487828348081	1474174238449	narrow; not spacious	せまい
1487828366809	1474174238449	inconvenient; to have a scheduling conflict	つごうがわるい
1487828418133	1474174238449	bad	わるい
1487828526465	1474174238449	nice	すてき（な）
1487828544624	1474174238449	to walk	あるく
1487828568727	1474174238449	to catch a cold	かぜをういく
1487828701872	1474174238449	to be interested (in...) (topic に)	きょうみがある
1487828789189	1474174238449	to lose (~を)	なくす
1487828825383	1474174238449	to have a fever	ねつがある
1487828854052	1474174238449	to become thirsty	のどがかわく
1487828880296	1474174238449	to cough	せきがでる
1487828914050	1474174238449	to break up; to separate (person と)	わかれる
1487828975445	1474174238449	to get nervous	きんちょうする
1487829008184	1474174238449	to worry	しんぱいする
1487829031518	1474174238449	Get well soon.	おだいじに
1487829062906	1474174238449	don't look well	げんきがない
1487829094524	1474174238449	probably; maybe	たぶん
1487829137335	1474174238449	as much as possible	できるだけ
1487829169336	1474174238449	probably; ...,right?	～でしょう
1487829259424	1474174238449	...degrees (temperature)	～ど
1487829282179	1474174238449	for two to three days	にさんにち
1487829323880	1474174238449	because...	～ので
1487829340623	1474174238449	for the first time	はじめて
1487829358086	1474174238449	very soon; in a few moments/days	もうすぐ
1589202733940	1342696646292	father and mother; parents​	父母	ふぼ
1589202827406	1433675038039	father and mother; parents​	父母	ふぼ		
1296658168997	1746577619	北海道	Hokkaido [Japan's northernmost island]	ほっかいどう	[sound:rec1297638033.mp3]
1296658169104	1746577619	本州	Honshu [Japan's largest island]	ほんしゅう	[sound:rec1297638093.mp3]
1296658169209	1746577619	四国	Shikoku [the smallest of Japan's four major islands]	しこく	[sound:rec1297638039.mp3]
1296658169314	1746577619	九州	Kyushu [the third largest of Japan's four major islands]	きゅうしゅう	[sound:rec1297637994.mp3]
1296658170286	1746577619	関東	the Kanto Region	かんとう	[sound:rec1297638228.mp3]
1296658170396	1746577619	関西	the Kansai Region	かんさい	[sound:rec1297638235.mp3]
1296663743584	1028113710	政府	government	せいふ	[sound:rec1298762115.mp3]
1296663743717	1028113710	法律	law	ほうりつ	[sound:rec1298762158.mp3]
1296663743834	1028113710	貿易	trade	ぼうえき	[sound:rec1298762320.mp3]
1296663743962	1028113710	税金	tax	ぜいきん	[sound:rec1298762260.mp3]
1296663744072	1028113710	輸入	import	ゆにゅう	[sound:rec1298762143.mp3]
1296663744182	1028113710	輸出	export	ゆしゅつ	[sound:rec1298762105.mp3]
1296663744321	1028113710	米	rice	こめ	[sound:rec1298762256.mp3]
1296663744452	1028113710	生産	production	せいさん	[sound:rec1298762204.mp3]
1296663744640	1028113710	ポルトガル	Portugal	ポルトガル	[sound:rec1298762194.mp3]
1296663744793	1028113710	独自の	original; one's own 〜	どくじの	[sound:rec1298762184.mp3]
1296663744906	1028113710	インド	India	インド	[sound:rec1298762149.mp3]
1296663745041	1028113710	半島	peninsula	はんとう	[sound:rec1298762189.mp3]
1296663745176	1028113710	広がる	to spread (out); stretch; get around	ひろがる	[sound:rec1298762300.mp3]
1296663745315	1028113710	支払う	to pay (expenses, bills, etc.)	しはらう	[sound:rec1298762296.mp3]
1296663745437	1028113710	天候	weather (over an extended period)	てんこう	[sound:rec1298762330.mp3]
1296663745558	1028113710	気にする	to worry; be concerned; care about	きにする	[sound:rec1298762315.mp3]
1296663745708	1028113710	非常な	extreme; great	ひじょうな	[sound:rec1298762110.mp3]
1296663745817	1028113710	効率	efficiency	こうりつ	[sound:rec1298762095.mp3]
1296663746131	1028113710	建築	architecture	けんちく	[sound:rec1298762062.mp3]
1296663746243	1028113710	服装	clothes; clothing; dress style	ふくそう	[sound:rec1298762076.mp3]
1296663746385	1028113710	王	king; monarch	おう	[sound:rec1298762153.mp3]
1296663746542	1028113710	始まり	origin; beginning	はじまり	[sound:rec1298762179.mp3]
1296663746653	1028113710	交流	having contact (with people); exchange (of culture, people, etc.)	こうりゅう	[sound:rec1298762120.mp3]
1296663746805	1028113710	用いる	to use; employ	もちいる	[sound:rec1298762310.mp3]
1296663746919	1028113710	恋愛	love; romance	れんあい	[sound:rec1298762163.mp3]
1296663747033	1028113710	発展	development (of a country, society, etc.)	はってん	[sound:rec1298762082.mp3]
1296663747149	1028113710	確立	establishing	かくりつ	[sound:rec1298762100.mp3]
1296663747305	1028113710	戦う	to fight (a batle); wrestle (with difficulty/a problem etc.)	たたかう	[sound:rec1298762291.mp3]
1296663747418	1028113710	後半	the second half	こうはん	[sound:rec1298762265.mp3]
1296663747531	1028113710	当時	at that time; in those days	とうじ	[sound:rec1298762067.mp3]
1296663747680	1028113710	西洋	the West; Western countries	せいよう	[sound:rec1298762271.mp3]
1296663747794	1028113710	統一	unifying	とういつ	[sound:rec1298762325.mp3]
1296663747920	1028113710	目指す	to aim; aspire	めざす	[sound:rec1298762280.mp3]
1296663748075	1028113710	積極的な	positive; active; proactive	せっきょくてきな	[sound:rec1298762199.mp3]
1296663748268	1028113710	江戸	Edo (the former name for Tokyo)	えど	[sound:rec1298762091.mp3]
1296663748424	1028113710	清潔な	clean; tidy	せいけつな	[sound:rec1298762071.mp3]
1296663748578	1028113710	郵便	mail; postal service	ゆうびん	[sound:rec1298762168.mp3]
1296663748694	1028113710	近代化	modernization	きんだいか	[sound:rec1298762174.mp3]
1296663748811	1028113710	禁止	prohibition; ban	きんし	[sound:rec1298762208.mp3]
1296663748982	1028113710	勧める	to encourage; suggest (doing something); recommend	すすめる	[sound:rec1298762286.mp3]
